StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2021-12-31T23:00+00:00Z,2022-01-01T00:00+00:00Z,10YSE-1--------K,MAW,B12,7015
2022-01-01T00:00+00:00Z,2022-01-01T01:00+00:00Z,10YSE-1--------K,MAW,B12,7086
2022-01-01T01:00+00:00Z,2022-01-01T02:00+00:00Z,10YSE-1--------K,MAW,B12,7088
2022-01-01T02:00+00:00Z,2022-01-01T03:00+00:00Z,10YSE-1--------K,MAW,B12,6746
2022-01-01T03:00+00:00Z,2022-01-01T04:00+00:00Z,10YSE-1--------K,MAW,B12,7173
2022-01-01T04:00+00:00Z,2022-01-01T05:00+00:00Z,10YSE-1--------K,MAW,B12,7497
2022-01-01T05:00+00:00Z,2022-01-01T06:00+00:00Z,10YSE-1--------K,MAW,B12,7973
2022-01-01T06:00+00:00Z,2022-01-01T07:00+00:00Z,10YSE-1--------K,MAW,B12,8820
2022-01-01T07:00+00:00Z,2022-01-01T08:00+00:00Z,10YSE-1--------K,MAW,B12,9060
2022-01-01T08:00+00:00Z,2022-01-01T09:00+00:00Z,10YSE-1--------K,MAW,B12,9220
2022-01-01T09:00+00:00Z,2022-01-01T10:00+00:00Z,10YSE-1--------K,MAW,B12,9253
2022-01-01T10:00+00:00Z,2022-01-01T11:00+00:00Z,10YSE-1--------K,MAW,B12,9218
2022-01-01T11:00+00:00Z,2022-01-01T12:00+00:00Z,10YSE-1--------K,MAW,B12,9238
2022-01-01T12:00+00:00Z,2022-01-01T13:00+00:00Z,10YSE-1--------K,MAW,B12,9409
2022-01-01T13:00+00:00Z,2022-01-01T14:00+00:00Z,10YSE-1--------K,MAW,B12,9813
2022-01-01T14:00+00:00Z,2022-01-01T15:00+00:00Z,10YSE-1--------K,MAW,B12,10094
2022-01-01T15:00+00:00Z,2022-01-01T16:00+00:00Z,10YSE-1--------K,MAW,B12,10115
2022-01-01T16:00+00:00Z,2022-01-01T17:00+00:00Z,10YSE-1--------K,MAW,B12,9945
2022-01-01T17:00+00:00Z,2022-01-01T18:00+00:00Z,10YSE-1--------K,MAW,B12,9775
2022-01-01T18:00+00:00Z,2022-01-01T19:00+00:00Z,10YSE-1--------K,MAW,B12,9553
2022-01-01T19:00+00:00Z,2022-01-01T20:00+00:00Z,10YSE-1--------K,MAW,B12,9212
2022-01-01T20:00+00:00Z,2022-01-01T21:00+00:00Z,10YSE-1--------K,MAW,B12,8742
2022-01-01T21:00+00:00Z,2022-01-01T22:00+00:00Z,10YSE-1--------K,MAW,B12,8332
2022-01-01T22:00+00:00Z,2022-01-01T23:00+00:00Z,10YSE-1--------K,MAW,B12,7065
2022-01-01T23:00+00:00Z,2022-01-02T00:00+00:00Z,10YSE-1--------K,MAW,B12,6519
2022-01-02T00:00+00:00Z,2022-01-02T01:00+00:00Z,10YSE-1--------K,MAW,B12,6271
2022-01-02T01:00+00:00Z,2022-01-02T02:00+00:00Z,10YSE-1--------K,MAW,B12,5353
2022-01-02T02:00+00:00Z,2022-01-02T03:00+00:00Z,10YSE-1--------K,MAW,B12,5056
2022-01-02T03:00+00:00Z,2022-01-02T04:00+00:00Z,10YSE-1--------K,MAW,B12,5120
2022-01-02T04:00+00:00Z,2022-01-02T05:00+00:00Z,10YSE-1--------K,MAW,B12,5448
2022-01-02T05:00+00:00Z,2022-01-02T06:00+00:00Z,10YSE-1--------K,MAW,B12,6597
2022-01-02T06:00+00:00Z,2022-01-02T07:00+00:00Z,10YSE-1--------K,MAW,B12,7221
2022-01-02T07:00+00:00Z,2022-01-02T08:00+00:00Z,10YSE-1--------K,MAW,B12,8378
2022-01-02T08:00+00:00Z,2022-01-02T09:00+00:00Z,10YSE-1--------K,MAW,B12,8845
2022-01-02T09:00+00:00Z,2022-01-02T10:00+00:00Z,10YSE-1--------K,MAW,B12,9036
2022-01-02T10:00+00:00Z,2022-01-02T11:00+00:00Z,10YSE-1--------K,MAW,B12,9129
2022-01-02T11:00+00:00Z,2022-01-02T12:00+00:00Z,10YSE-1--------K,MAW,B12,9257
2022-01-02T12:00+00:00Z,2022-01-02T13:00+00:00Z,10YSE-1--------K,MAW,B12,9462
2022-01-02T13:00+00:00Z,2022-01-02T14:00+00:00Z,10YSE-1--------K,MAW,B12,9711
2022-01-02T14:00+00:00Z,2022-01-02T15:00+00:00Z,10YSE-1--------K,MAW,B12,9776
2022-01-02T15:00+00:00Z,2022-01-02T16:00+00:00Z,10YSE-1--------K,MAW,B12,9904
2022-01-02T16:00+00:00Z,2022-01-02T17:00+00:00Z,10YSE-1--------K,MAW,B12,9770
2022-01-02T17:00+00:00Z,2022-01-02T18:00+00:00Z,10YSE-1--------K,MAW,B12,9569
2022-01-02T18:00+00:00Z,2022-01-02T19:00+00:00Z,10YSE-1--------K,MAW,B12,9394
2022-01-02T19:00+00:00Z,2022-01-02T20:00+00:00Z,10YSE-1--------K,MAW,B12,8605
2022-01-02T20:00+00:00Z,2022-01-02T21:00+00:00Z,10YSE-1--------K,MAW,B12,8364
2022-01-02T21:00+00:00Z,2022-01-02T22:00+00:00Z,10YSE-1--------K,MAW,B12,6719
2022-01-02T22:00+00:00Z,2022-01-02T23:00+00:00Z,10YSE-1--------K,MAW,B12,5453
2022-01-02T23:00+00:00Z,2022-01-03T00:00+00:00Z,10YSE-1--------K,MAW,B12,5267
2022-01-03T00:00+00:00Z,2022-01-03T01:00+00:00Z,10YSE-1--------K,MAW,B12,5225
2022-01-03T01:00+00:00Z,2022-01-03T02:00+00:00Z,10YSE-1--------K,MAW,B12,5245
2022-01-03T02:00+00:00Z,2022-01-03T03:00+00:00Z,10YSE-1--------K,MAW,B12,5781
2022-01-03T03:00+00:00Z,2022-01-03T04:00+00:00Z,10YSE-1--------K,MAW,B12,6262
2022-01-03T04:00+00:00Z,2022-01-03T05:00+00:00Z,10YSE-1--------K,MAW,B12,8233
2022-01-03T05:00+00:00Z,2022-01-03T06:00+00:00Z,10YSE-1--------K,MAW,B12,10015
2022-01-03T06:00+00:00Z,2022-01-03T07:00+00:00Z,10YSE-1--------K,MAW,B12,10350
2022-01-03T07:00+00:00Z,2022-01-03T08:00+00:00Z,10YSE-1--------K,MAW,B12,10419
2022-01-03T08:00+00:00Z,2022-01-03T09:00+00:00Z,10YSE-1--------K,MAW,B12,10307
2022-01-03T09:00+00:00Z,2022-01-03T10:00+00:00Z,10YSE-1--------K,MAW,B12,10379
2022-01-03T10:00+00:00Z,2022-01-03T11:00+00:00Z,10YSE-1--------K,MAW,B12,10430
2022-01-03T11:00+00:00Z,2022-01-03T12:00+00:00Z,10YSE-1--------K,MAW,B12,10465
2022-01-03T12:00+00:00Z,2022-01-03T13:00+00:00Z,10YSE-1--------K,MAW,B12,10428
2022-01-03T13:00+00:00Z,2022-01-03T14:00+00:00Z,10YSE-1--------K,MAW,B12,10435
2022-01-03T14:00+00:00Z,2022-01-03T15:00+00:00Z,10YSE-1--------K,MAW,B12,10364
2022-01-03T15:00+00:00Z,2022-01-03T16:00+00:00Z,10YSE-1--------K,MAW,B12,10460
2022-01-03T16:00+00:00Z,2022-01-03T17:00+00:00Z,10YSE-1--------K,MAW,B12,10192
2022-01-03T17:00+00:00Z,2022-01-03T18:00+00:00Z,10YSE-1--------K,MAW,B12,10308
2022-01-03T18:00+00:00Z,2022-01-03T19:00+00:00Z,10YSE-1--------K,MAW,B12,9739
2022-01-03T19:00+00:00Z,2022-01-03T20:00+00:00Z,10YSE-1--------K,MAW,B12,9123
2022-01-03T20:00+00:00Z,2022-01-03T21:00+00:00Z,10YSE-1--------K,MAW,B12,8740
2022-01-03T21:00+00:00Z,2022-01-03T22:00+00:00Z,10YSE-1--------K,MAW,B12,8188
2022-01-03T22:00+00:00Z,2022-01-03T23:00+00:00Z,10YSE-1--------K,MAW,B12,7080
2022-01-03T23:00+00:00Z,2022-01-04T00:00+00:00Z,10YSE-1--------K,MAW,B12,6790
2022-01-04T00:00+00:00Z,2022-01-04T01:00+00:00Z,10YSE-1--------K,MAW,B12,6626
2022-01-04T01:00+00:00Z,2022-01-04T02:00+00:00Z,10YSE-1--------K,MAW,B12,6691
2022-01-04T02:00+00:00Z,2022-01-04T03:00+00:00Z,10YSE-1--------K,MAW,B12,7315
2022-01-04T03:00+00:00Z,2022-01-04T04:00+00:00Z,10YSE-1--------K,MAW,B12,7912
2022-01-04T04:00+00:00Z,2022-01-04T05:00+00:00Z,10YSE-1--------K,MAW,B12,8552
2022-01-04T05:00+00:00Z,2022-01-04T06:00+00:00Z,10YSE-1--------K,MAW,B12,8910
2022-01-04T06:00+00:00Z,2022-01-04T07:00+00:00Z,10YSE-1--------K,MAW,B12,9864
2022-01-04T07:00+00:00Z,2022-01-04T08:00+00:00Z,10YSE-1--------K,MAW,B12,9870
2022-01-04T08:00+00:00Z,2022-01-04T09:00+00:00Z,10YSE-1--------K,MAW,B12,10082
2022-01-04T09:00+00:00Z,2022-01-04T10:00+00:00Z,10YSE-1--------K,MAW,B12,10266
2022-01-04T10:00+00:00Z,2022-01-04T11:00+00:00Z,10YSE-1--------K,MAW,B12,10871
2022-01-04T11:00+00:00Z,2022-01-04T12:00+00:00Z,10YSE-1--------K,MAW,B12,10844
2022-01-04T12:00+00:00Z,2022-01-04T13:00+00:00Z,10YSE-1--------K,MAW,B12,10855
2022-01-04T13:00+00:00Z,2022-01-04T14:00+00:00Z,10YSE-1--------K,MAW,B12,10869
2022-01-04T14:00+00:00Z,2022-01-04T15:00+00:00Z,10YSE-1--------K,MAW,B12,10835
2022-01-04T15:00+00:00Z,2022-01-04T16:00+00:00Z,10YSE-1--------K,MAW,B12,10793
2022-01-04T16:00+00:00Z,2022-01-04T17:00+00:00Z,10YSE-1--------K,MAW,B12,10757
2022-01-04T17:00+00:00Z,2022-01-04T18:00+00:00Z,10YSE-1--------K,MAW,B12,10940
2022-01-04T18:00+00:00Z,2022-01-04T19:00+00:00Z,10YSE-1--------K,MAW,B12,10753
2022-01-04T19:00+00:00Z,2022-01-04T20:00+00:00Z,10YSE-1--------K,MAW,B12,10580
2022-01-04T20:00+00:00Z,2022-01-04T21:00+00:00Z,10YSE-1--------K,MAW,B12,10631
2022-01-04T21:00+00:00Z,2022-01-04T22:00+00:00Z,10YSE-1--------K,MAW,B12,10440
2022-01-04T22:00+00:00Z,2022-01-04T23:00+00:00Z,10YSE-1--------K,MAW,B12,10452
2022-01-04T23:00+00:00Z,2022-01-05T00:00+00:00Z,10YSE-1--------K,MAW,B12,10279
2022-01-05T00:00+00:00Z,2022-01-05T01:00+00:00Z,10YSE-1--------K,MAW,B12,10250
2022-01-05T01:00+00:00Z,2022-01-05T02:00+00:00Z,10YSE-1--------K,MAW,B12,10208
