StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2021-12-31T23:45+00:00Z,2022-01-01T00:00+00:00Z,10Y1001A1001A83F,MAW,B04,2634
2022-01-01T00:00+00:00Z,2022-01-01T00:15+00:00Z,10Y1001A1001A83F,MAW,B04,2628
2022-01-01T00:15+00:00Z,2022-01-01T00:30+00:00Z,10Y1001A1001A83F,MAW,B04,2614
2022-01-01T00:30+00:00Z,2022-01-01T00:45+00:00Z,10Y1001A1001A83F,MAW,B04,2631
2022-01-01T00:45+00:00Z,2022-01-01T01:00+00:00Z,10Y1001A1001A83F,MAW,B04,2640
2022-01-01T01:00+00:00Z,2022-01-01T01:15+00:00Z,10Y1001A1001A83F,MAW,B04,2605
2022-01-01T01:15+00:00Z,2022-01-01T01:30+00:00Z,10Y1001A1001A83F,MAW,B04,2621
2022-01-01T01:30+00:00Z,2022-01-01T01:45+00:00Z,10Y1001A1001A83F,MAW,B04,2628
2022-01-01T01:45+00:00Z,2022-01-01T02:00+00:00Z,10Y1001A1001A83F,MAW,B04,2652
2022-01-01T02:00+00:00Z,2022-01-01T02:15+00:00Z,10Y1001A1001A83F,MAW,B04,2644
2022-01-01T02:15+00:00Z,2022-01-01T02:30+00:00Z,10Y1001A1001A83F,MAW,B04,2636
2022-01-01T02:30+00:00Z,2022-01-01T02:45+00:00Z,10Y1001A1001A83F,MAW,B04,2648
2022-01-01T02:45+00:00Z,2022-01-01T03:00+00:00Z,10Y1001A1001A83F,MAW,B04,2657
2022-01-01T03:00+00:00Z,2022-01-01T03:15+00:00Z,10Y1001A1001A83F,MAW,B04,2642
2022-01-01T03:15+00:00Z,2022-01-01T03:30+00:00Z,10Y1001A1001A83F,MAW,B04,2650
2022-01-01T03:30+00:00Z,2022-01-01T03:45+00:00Z,10Y1001A1001A83F,MAW,B04,2652
2022-01-01T03:45+00:00Z,2022-01-01T04:00+00:00Z,10Y1001A1001A83F,MAW,B04,2629
2022-01-01T04:00+00:00Z,2022-01-01T04:15+00:00Z,10Y1001A1001A83F,MAW,B04,2639
2022-01-01T04:15+00:00Z,2022-01-01T04:30+00:00Z,10Y1001A1001A83F,MAW,B04,2630
