StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2021-12-31T23:00+00:00Z,2022-01-01T00:00+00:00Z,10Y1001A1001A65H,MAW,B05,331
2022-01-01T00:00+00:00Z,2022-01-01T01:00+00:00Z,10Y1001A1001A65H,MAW,B05,331
2022-01-01T01:00+00:00Z,2022-01-01T02:00+00:00Z,10Y1001A1001A65H,MAW,B05,333
2022-01-01T02:00+00:00Z,2022-01-01T03:00+00:00Z,10Y1001A1001A65H,MAW,B05,332
2022-01-01T03:00+00:00Z,2022-01-01T04:00+00:00Z,10Y1001A1001A65H,MAW,B05,332
2022-01-01T04:00+00:00Z,2022-01-01T05:00+00:00Z,10Y1001A1001A65H,MAW,B05,331
2022-01-01T05:00+00:00Z,2022-01-01T06:00+00:00Z,10Y1001A1001A65H,MAW,B05,332
2022-01-01T06:00+00:00Z,2022-01-01T07:00+00:00Z,10Y1001A1001A65H,MAW,B05,421
2022-01-01T07:00+00:00Z,2022-01-01T08:00+00:00Z,10Y1001A1001A65H,MAW,B05,544
2022-01-01T08:00+00:00Z,2022-01-01T09:00+00:00Z,10Y1001A1001A65H,MAW,B05,576
2022-01-01T09:00+00:00Z,2022-01-01T10:00+00:00Z,10Y1001A1001A65H,MAW,B05,586
2022-01-01T10:00+00:00Z,2022-01-01T11:00+00:00Z,10Y1001A1001A65H,MAW,B05,778
2022-01-01T11:00+00:00Z,2022-01-01T12:00+00:00Z,10Y1001A1001A65H,MAW,B05,795
2022-01-01T12:00+00:00Z,2022-01-01T13:00+00:00Z,10Y1001A1001A65H,MAW,B05,800
2022-01-01T13:00+00:00Z,2022-01-01T14:00+00:00Z,10Y1001A1001A65H,MAW,B05,829
2022-01-01T14:00+00:00Z,2022-01-01T15:00+00:00Z,10Y1001A1001A65H,MAW,B05,892
2022-01-01T15:00+00:00Z,2022-01-01T16:00+00:00Z,10Y1001A1001A65H,MAW,B05,1052
2022-01-01T16:00+00:00Z,2022-01-01T17:00+00:00Z,10Y1001A1001A65H,MAW,B05,1095
2022-01-01T17:00+00:00Z,2022-01-01T18:00+00:00Z,10Y1001A1001A65H,MAW,B05,1014
2022-01-01T18:00+00:00Z,2022-01-01T19:00+00:00Z,10Y1001A1001A65H,MAW,B05,867
2022-01-01T19:00+00:00Z,2022-01-01T20:00+00:00Z,10Y1001A1001A65H,MAW,B05,725
2022-01-01T20:00+00:00Z,2022-01-01T21:00+00:00Z,10Y1001A1001A65H,MAW,B05,616
2022-01-01T21:00+00:00Z,2022-01-01T22:00+00:00Z,10Y1001A1001A65H,MAW,B05,477
2022-01-01T22:00+00:00Z,2022-01-01T23:00+00:00Z,10Y1001A1001A65H,MAW,B05,443
2022-01-01T23:00+00:00Z,2022-01-02T00:00+00:00Z,10Y1001A1001A65H,MAW,B05,409
2022-01-02T00:00+00:00Z,2022-01-02T01:00+00:00Z,10Y1001A1001A65H,MAW,B05,373
2022-01-02T01:00+00:00Z,2022-01-02T02:00+00:00Z,10Y1001A1001A65H,MAW,B05,374
2022-01-02T02:00+00:00Z,2022-01-02T03:00+00:00Z,10Y1001A1001A65H,MAW,B05,383
2022-01-02T03:00+00:00Z,2022-01-02T04:00+00:00Z,10Y1001A1001A65H,MAW,B05,374
2022-01-02T04:00+00:00Z,2022-01-02T05:00+00:00Z,10Y1001A1001A65H,MAW,B05,378
2022-01-02T05:00+00:00Z,2022-01-02T06:00+00:00Z,10Y1001A1001A65H,MAW,B05,376
2022-01-02T06:00+00:00Z,2022-01-02T07:00+00:00Z,10Y1001A1001A65H,MAW,B05,413
2022-01-02T07:00+00:00Z,2022-01-02T08:00+00:00Z,10Y1001A1001A65H,MAW,B05,432
2022-01-02T08:00+00:00Z,2022-01-02T09:00+00:00Z,10Y1001A1001A65H,MAW,B05,460
2022-01-02T09:00+00:00Z,2022-01-02T10:00+00:00Z,10Y1001A1001A65H,MAW,B05,470
2022-01-02T10:00+00:00Z,2022-01-02T11:00+00:00Z,10Y1001A1001A65H,MAW,B05,470
2022-01-02T11:00+00:00Z,2022-01-02T12:00+00:00Z,10Y1001A1001A65H,MAW,B05,492
2022-01-02T12:00+00:00Z,2022-01-02T13:00+00:00Z,10Y1001A1001A65H,MAW,B05,583
2022-01-02T13:00+00:00Z,2022-01-02T14:00+00:00Z,10Y1001A1001A65H,MAW,B05,661
2022-01-02T14:00+00:00Z,2022-01-02T15:00+00:00Z,10Y1001A1001A65H,MAW,B05,626
2022-01-02T15:00+00:00Z,2022-01-02T16:00+00:00Z,10Y1001A1001A65H,MAW,B05,754
2022-01-02T16:00+00:00Z,2022-01-02T17:00+00:00Z,10Y1001A1001A65H,MAW,B05,557
2022-01-02T17:00+00:00Z,2022-01-02T18:00+00:00Z,10Y1001A1001A65H,MAW,B05,451
2022-01-02T18:00+00:00Z,2022-01-02T19:00+00:00Z,10Y1001A1001A65H,MAW,B05,440
2022-01-02T19:00+00:00Z,2022-01-02T20:00+00:00Z,10Y1001A1001A65H,MAW,B05,464
2022-01-02T20:00+00:00Z,2022-01-02T21:00+00:00Z,10Y1001A1001A65H,MAW,B05,432
2022-01-02T21:00+00:00Z,2022-01-02T22:00+00:00Z,10Y1001A1001A65H,MAW,B05,413
2022-01-02T22:00+00:00Z,2022-01-02T23:00+00:00Z,10Y1001A1001A65H,MAW,B05,433
2022-01-02T23:00+00:00Z,2022-01-03T00:00+00:00Z,10Y1001A1001A65H,MAW,B05,436
2022-01-03T00:00+00:00Z,2022-01-03T01:00+00:00Z,10Y1001A1001A65H,MAW,B05,432
2022-01-03T01:00+00:00Z,2022-01-03T02:00+00:00Z,10Y1001A1001A65H,MAW,B05,392
2022-01-03T02:00+00:00Z,2022-01-03T03:00+00:00Z,10Y1001A1001A65H,MAW,B05,390
2022-01-03T03:00+00:00Z,2022-01-03T04:00+00:00Z,10Y1001A1001A65H,MAW,B05,404
2022-01-03T04:00+00:00Z,2022-01-03T05:00+00:00Z,10Y1001A1001A65H,MAW,B05,421
2022-01-03T05:00+00:00Z,2022-01-03T06:00+00:00Z,10Y1001A1001A65H,MAW,B05,435
2022-01-03T06:00+00:00Z,2022-01-03T07:00+00:00Z,10Y1001A1001A65H,MAW,B05,507
2022-01-03T07:00+00:00Z,2022-01-03T08:00+00:00Z,10Y1001A1001A65H,MAW,B05,591
2022-01-03T08:00+00:00Z,2022-01-03T09:00+00:00Z,10Y1001A1001A65H,MAW,B05,481
2022-01-03T09:00+00:00Z,2022-01-03T10:00+00:00Z,10Y1001A1001A65H,MAW,B05,440
2022-01-03T10:00+00:00Z,2022-01-03T11:00+00:00Z,10Y1001A1001A65H,MAW,B05,435
2022-01-03T11:00+00:00Z,2022-01-03T12:00+00:00Z,10Y1001A1001A65H,MAW,B05,454
2022-01-03T12:00+00:00Z,2022-01-03T13:00+00:00Z,10Y1001A1001A65H,MAW,B05,453
2022-01-03T13:00+00:00Z,2022-01-03T14:00+00:00Z,10Y1001A1001A65H,MAW,B05,591
2022-01-03T14:00+00:00Z,2022-01-03T15:00+00:00Z,10Y1001A1001A65H,MAW,B05,685
2022-01-03T15:00+00:00Z,2022-01-03T16:00+00:00Z,10Y1001A1001A65H,MAW,B05,862
2022-01-03T16:00+00:00Z,2022-01-03T17:00+00:00Z,10Y1001A1001A65H,MAW,B05,778
2022-01-03T17:00+00:00Z,2022-01-03T18:00+00:00Z,10Y1001A1001A65H,MAW,B05,621
2022-01-03T18:00+00:00Z,2022-01-03T19:00+00:00Z,10Y1001A1001A65H,MAW,B05,688
2022-01-03T19:00+00:00Z,2022-01-03T20:00+00:00Z,10Y1001A1001A65H,MAW,B05,754
2022-01-03T20:00+00:00Z,2022-01-03T21:00+00:00Z,10Y1001A1001A65H,MAW,B05,725
2022-01-03T21:00+00:00Z,2022-01-03T22:00+00:00Z,10Y1001A1001A65H,MAW,B05,736
2022-01-03T22:00+00:00Z,2022-01-03T23:00+00:00Z,10Y1001A1001A65H,MAW,B05,751
2022-01-03T23:00+00:00Z,2022-01-04T00:00+00:00Z,10Y1001A1001A65H,MAW,B05,751
2022-01-04T00:00+00:00Z,2022-01-04T01:00+00:00Z,10Y1001A1001A65H,MAW,B05,763
2022-01-04T01:00+00:00Z,2022-01-04T02:00+00:00Z,10Y1001A1001A65H,MAW,B05,761
2022-01-04T02:00+00:00Z,2022-01-04T03:00+00:00Z,10Y1001A1001A65H,MAW,B05,733
2022-01-04T03:00+00:00Z,2022-01-04T04:00+00:00Z,10Y1001A1001A65H,MAW,B05,790
2022-01-04T04:00+00:00Z,2022-01-04T05:00+00:00Z,10Y1001A1001A65H,MAW,B05,863
2022-01-04T05:00+00:00Z,2022-01-04T06:00+00:00Z,10Y1001A1001A65H,MAW,B05,897
2022-01-04T06:00+00:00Z,2022-01-04T07:00+00:00Z,10Y1001A1001A65H,MAW,B05,1004
2022-01-04T07:00+00:00Z,2022-01-04T08:00+00:00Z,10Y1001A1001A65H,MAW,B05,1095
2022-01-04T08:00+00:00Z,2022-01-04T09:00+00:00Z,10Y1001A1001A65H,MAW,B05,1056
2022-01-04T09:00+00:00Z,2022-01-04T10:00+00:00Z,10Y1001A1001A65H,MAW,B05,1034
2022-01-04T10:00+00:00Z,2022-01-04T11:00+00:00Z,10Y1001A1001A65H,MAW,B05,1044
2022-01-04T11:00+00:00Z,2022-01-04T12:00+00:00Z,10Y1001A1001A65H,MAW,B05,1034
2022-01-04T12:00+00:00Z,2022-01-04T13:00+00:00Z,10Y1001A1001A65H,MAW,B05,1039
2022-01-04T13:00+00:00Z,2022-01-04T14:00+00:00Z,10Y1001A1001A65H,MAW,B05,1112
2022-01-04T14:00+00:00Z,2022-01-04T15:00+00:00Z,10Y1001A1001A65H,MAW,B05,1068
2022-01-04T15:00+00:00Z,2022-01-04T16:00+00:00Z,10Y1001A1001A65H,MAW,B05,1143
2022-01-04T16:00+00:00Z,2022-01-04T17:00+00:00Z,10Y1001A1001A65H,MAW,B05,1124
2022-01-04T17:00+00:00Z,2022-01-04T18:00+00:00Z,10Y1001A1001A65H,MAW,B05,1109
2022-01-04T18:00+00:00Z,2022-01-04T19:00+00:00Z,10Y1001A1001A65H,MAW,B05,982
2022-01-04T19:00+00:00Z,2022-01-04T20:00+00:00Z,10Y1001A1001A65H,MAW,B05,971
2022-01-04T20:00+00:00Z,2022-01-04T21:00+00:00Z,10Y1001A1001A65H,MAW,B05,900
2022-01-04T21:00+00:00Z,2022-01-04T22:00+00:00Z,10Y1001A1001A65H,MAW,B05,711
2022-01-04T22:00+00:00Z,2022-01-04T23:00+00:00Z,10Y1001A1001A65H,MAW,B05,479
2022-01-04T23:00+00:00Z,2022-01-05T00:00+00:00Z,10Y1001A1001A65H,MAW,B05,429
2022-01-05T00:00+00:00Z,2022-01-05T01:00+00:00Z,10Y1001A1001A65H,MAW,B05,396
2022-01-05T01:00+00:00Z,2022-01-05T02:00+00:00Z,10Y1001A1001A65H,MAW,B05,397
2022-01-05T02:00+00:00Z,2022-01-05T03:00+00:00Z,10Y1001A1001A65H,MAW,B05,428
2022-01-05T03:00+00:00Z,2022-01-05T04:00+00:00Z,10Y1001A1001A65H,MAW,B05,576
2022-01-05T04:00+00:00Z,2022-01-05T05:00+00:00Z,10Y1001A1001A65H,MAW,B05,620
2022-01-05T05:00+00:00Z,2022-01-05T06:00+00:00Z,10Y1001A1001A65H,MAW,B05,911
